Age,Locality,Education,Male,Female
31,Urban,Tertiary - PhD,1,0
31,Urban,Other (specify),1,0
32,Rural,Never attended,142,247
32,Rural,Nursery,2,0
32,Rural,Kindergarten,0,0
32,Rural,Primary,5,5
32,Rural,JSS/JHS,25,11
32,Rural,Middle,0,0
32,Rural,SSS/SHS,23,6
32,Rural,Secondary,1,0
32,Rural,Voc/technical/commercial,0,1
32,Rural,Post middle/secondary Certificate,0,0
32,Rural,Post middle/secondary Diploma,4,0
32,Rural,Tertiary/HND,1,2
32,Rural,Tertiary - Bachelor's Degree,5,0
32,Rural,Tertiary - Post graduate Certificate/Diploma,4,0
32,Rural,Tertiary - Master's Degree,0,1
32,Rural,Tertiary - PhD,0,0
32,Rural,Other (specify),0,0
32,Urban,Never attended,166,435
32,Urban,Nursery,0,0
32,Urban,Kindergarten,0,1
32,Urban,Primary,35,17
32,Urban,JSS/JHS,39,29
32,Urban,Middle,0,0
32,Urban,SSS/SHS,65,32
32,Urban,Secondary,2,1
32,Urban,Voc/technical/commercial,1,2
32,Urban,Post middle/secondary Certificate,2,4
32,Urban,Post middle/secondary Diploma,8,4
32,Urban,Tertiary/HND,12,7
32,Urban,Tertiary - Bachelor's Degree,45,13
32,Urban,Tertiary - Post graduate Certificate/Diploma,30,5
32,Urban,Tertiary - Master's Degree,1,0
32,Urban,Tertiary - PhD,0,0
32,Urban,Other (specify),0,0
33,Rural,Never attended,126,257
33,Rural,Nursery,0,0
33,Rural,Kindergarten,0,0
33,Rural,Primary,12,5
33,Rural,JSS/JHS,27,15
33,Rural,Middle,0,0
33,Rural,SSS/SHS,15,5
33,Rural,Secondary,0,0
33,Rural,Voc/technical/commercial,0,0
33,Rural,Post middle/secondary Certificate,1,0
33,Rural,Post middle/secondary Diploma,3,0
33,Rural,Tertiary/HND,3,1
33,Rural,Tertiary - Bachelor's Degree,4,0
33,Rural,Tertiary - Post graduate Certificate/Diploma,3,0
33,Rural,Tertiary - Master's Degree,0,0
33,Rural,Tertiary - PhD,0,0
33,Rural,Other (specify),0,0
33,Urban,Never attended,158,393
33,Urban,Nursery,0,0
33,Urban,Kindergarten,0,0
33,Urban,Primary,23,12
33,Urban,JSS/JHS,32,25
33,Urban,Middle,0,0
33,Urban,SSS/SHS,55,31
33,Urban,Secondary,4,2
33,Urban,Voc/technical/commercial,2,0
33,Urban,Post middle/secondary Certificate,2,1
33,Urban,Post middle/secondary Diploma,12,2
33,Urban,Tertiary/HND,21,8
33,Urban,Tertiary - Bachelor's Degree,43,9
33,Urban,Tertiary - Post graduate Certificate/Diploma,15,12
33,Urban,Tertiary - Master's Degree,7,1
33,Urban,Tertiary - PhD,0,0
33,Urban,Other (specify),0,0
34,Rural,Never attended,128,170
34,Rural,Nursery,0,0
34,Rural,Kindergarten,0,0
34,Rural,Primary,5,9
34,Rural,JSS/JHS,11,7
34,Rural,Middle,0,0
34,Rural,SSS/SHS,21,1
34,Rural,Secondary,0,0
34,Rural,Voc/technical/commercial,0,0
34,Rural,Post middle/secondary Certificate,0,1
34,Rural,Post middle/secondary Diploma,1,0
34,Rural,Tertiary/HND,1,1
34,Rural,Tertiary - Bachelor's Degree,3,0
34,Rural,Tertiary - Post graduate Certificate/Diploma,5,1
34,Rural,Tertiary - Master's Degree,1,0
34,Rural,Tertiary - PhD,0,0
34,Rural,Other (specify),0,0
34,Urban,Never attended,121,324
34,Urban,Nursery,0,0
34,Urban,Kindergarten,1,0
34,Urban,Primary,8,18
34,Urban,JSS/JHS,38,15
34,Urban,Middle,0,0
34,Urban,SSS/SHS,42,23
34,Urban,Secondary,3,3
34,Urban,Voc/technical/commercial,4,0
34,Urban,Post middle/secondary Certificate,2,1
34,Urban,Post middle/secondary Diploma,15,3
34,Urban,Tertiary/HND,16,5
34,Urban,Tertiary - Bachelor's Degree,37,10
34,Urban,Tertiary - Post graduate Certificate/Diploma,11,6
34,Urban,Tertiary - Master's Degree,5,0
34,Urban,Tertiary - PhD,0,0
34,Urban,Other (specify),1,0
35-39,Rural,Never attended,732,1240
35-39,Rural,Nursery,0,0
35-39,Rural,Kindergarten,0,1
35-39,Rural,Primary,66,27
35-39,Rural,JSS/JHS,96,27
35-39,Rural,Middle,0,0
35-39,Rural,SSS/SHS,64,11
35-39,Rural,Secondary,1,2
35-39,Rural,Voc/technical/commercial,6,0
35-39,Rural,Post middle/secondary Certificate,2,0
35-39,Rural,Post middle/secondary Diploma,5,1
35-39,Rural,Tertiary/HND,7,0
35-39,Rural,Tertiary - Bachelor's Degree,20,2
35-39,Rural,Tertiary - Post graduate Certificate/Diploma,2,1
35-39,Rural,Tertiary - Master's Degree,4,0
35-39,Rural,Tertiary - PhD,0,0
35-39,Rural,Other (specify),2,0
35-39,Urban,Never attended,986,1938
35-39,Urban,Nursery,0,0
35-39,Urban,Kindergarten,1,2
35-39,Urban,Primary,90,66
35-39,Urban,JSS/JHS,174,66
35-39,Urban,Middle,0,0
35-39,Urban,SSS/SHS,237,72
35-39,Urban,Secondary,16,3
35-39,Urban,Voc/technical/commercial,5,7
35-39,Urban,Post middle/secondary Certificate,9,1
35-39,Urban,Post middle/secondary Diploma,39,9
35-39,Urban,Tertiary/HND,84,17
35-39,Urban,Tertiary - Bachelor's Degree,114,29
35-39,Urban,Tertiary - Post graduate Certificate/Diploma,41,16
35-39,Urban,Tertiary - Master's Degree,26,8
35-39,Urban,Tertiary - PhD,2,1
35-39,Urban,Other (specify),1,1
35,Rural,Never attended,205,332
35,Rural,Nursery,0,0
35,Rural,Kindergarten,0,0
35,Rural,Primary,27,10
35,Rural,JSS/JHS,29,11
35,Rural,Middle,0,0
35,Rural,SSS/SHS,26,4
35,Rural,Secondary,0,0
35,Rural,Voc/technical/commercial,0,0
35,Rural,Post middle/secondary Certificate,0,0
35,Rural,Post middle/secondary Diploma,3,0
35,Rural,Tertiary/HND,0,0
35,Rural,Tertiary - Bachelor's Degree,5,0
35,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
35,Rural,Tertiary - Master's Degree,1,0
35,Rural,Tertiary - PhD,0,0
35,Rural,Other (specify),0,0
35,Urban,Never attended,274,531
35,Urban,Nursery,0,0
35,Urban,Kindergarten,0,1
35,Urban,Primary,31,24
35,Urban,JSS/JHS,46,20
35,Urban,Middle,0,0
35,Urban,SSS/SHS,77,23
35,Urban,Secondary,5,3
35,Urban,Voc/technical/commercial,3,2
35,Urban,Post middle/secondary Certificate,4,0
35,Urban,Post middle/secondary Diploma,14,2
35,Urban,Tertiary/HND,31,7
35,Urban,Tertiary - Bachelor's Degree,35,8
35,Urban,Tertiary - Post graduate Certificate/Diploma,10,10
35,Urban,Tertiary - Master's Degree,5,2
35,Urban,Tertiary - PhD,1,0
35,Urban,Other (specify),1,0
36,Rural,Never attended,194,354
36,Rural,Nursery,0,0
36,Rural,Kindergarten,0,1
36,Rural,Primary,6,7
36,Rural,JSS/JHS,19,5
36,Rural,Middle,0,0
36,Rural,SSS/SHS,14,1
36,Rural,Secondary,0,1
36,Rural,Voc/technical/commercial,4,0
36,Rural,Post middle/secondary Certificate,0,0
36,Rural,Post middle/secondary Diploma,1,0
36,Rural,Tertiary/HND,4,0
36,Rural,Tertiary - Bachelor's Degree,7,0
36,Rural,Tertiary - Post graduate Certificate/Diploma,2,0
36,Rural,Tertiary - Master's Degree,2,0
36,Rural,Tertiary - PhD,0,0
36,Rural,Other (specify),0,0
36,Urban,Never attended,282,487
36,Urban,Nursery,0,0
36,Urban,Kindergarten,0,0
36,Urban,Primary,24,14
36,Urban,JSS/JHS,43,17
36,Urban,Middle,0,0
36,Urban,SSS/SHS,57,18
36,Urban,Secondary,2,0
36,Urban,Voc/technical/commercial,2,2
36,Urban,Post middle/secondary Certificate,3,1
36,Urban,Post middle/secondary Diploma,9,3
36,Urban,Tertiary/HND,25,3
36,Urban,Tertiary - Bachelor's Degree,29,6
36,Urban,Tertiary - Post graduate Certificate/Diploma,11,2
36,Urban,Tertiary - Master's Degree,7,2
36,Urban,Tertiary - PhD,0,0
36,Urban,Other (specify),0,0
37,Rural,Never attended,101,173
37,Rural,Nursery,0,0
37,Rural,Kindergarten,0,0
37,Rural,Primary,9,5
37,Rural,JSS/JHS,12,4
37,Rural,Middle,0,0
37,Rural,SSS/SHS,3,2
37,Rural,Secondary,0,1
37,Rural,Voc/technical/commercial,1,0
37,Rural,Post middle/secondary Certificate,0,0
37,Rural,Post middle/secondary Diploma,0,0
37,Rural,Tertiary/HND,3,0
37,Rural,Tertiary - Bachelor's Degree,6,1
37,Rural,Tertiary - Post graduate Certificate/Diploma,0,1
37,Rural,Tertiary - Master's Degree,0,0
37,Rural,Tertiary - PhD,0,0
37,Rural,Other (specify),1,0
37,Urban,Never attended,143,282
37,Urban,Nursery,0,0
37,Urban,Kindergarten,0,0
37,Urban,Primary,9,12
37,Urban,JSS/JHS,21,7
37,Urban,Middle,0,0
37,Urban,SSS/SHS,41,14
37,Urban,Secondary,3,0
37,Urban,Voc/technical/commercial,0,0
37,Urban,Post middle/secondary Certificate,1,0
37,Urban,Post middle/secondary Diploma,5,2
37,Urban,Tertiary/HND,9,2
37,Urban,Tertiary - Bachelor's Degree,15,5
37,Urban,Tertiary - Post graduate Certificate/Diploma,10,4
37,Urban,Tertiary - Master's Degree,6,1
37,Urban,Tertiary - PhD,1,0
37,Urban,Other (specify),0,0
38,Rural,Never attended,127,198
38,Rural,Nursery,0,0
38,Rural,Kindergarten,0,0
38,Rural,Primary,11,3
38,Rural,JSS/JHS,19,4
38,Rural,Middle,0,0
38,Rural,SSS/SHS,10,3
38,Rural,Secondary,1,0
38,Rural,Voc/technical/commercial,1,0
38,Rural,Post middle/secondary Certificate,2,0
38,Rural,Post middle/secondary Diploma,0,1
38,Rural,Tertiary/HND,0,0
38,Rural,Tertiary - Bachelor's Degree,0,0
38,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
38,Rural,Tertiary - Master's Degree,0,0
38,Rural,Tertiary - PhD,0,0
38,Rural,Other (specify),1,0
38,Urban,Never attended,141,323
38,Urban,Nursery,0,0
38,Urban,Kindergarten,1,0
38,Urban,Primary,19,8
38,Urban,JSS/JHS,36,15
38,Urban,Middle,0,0
38,Urban,SSS/SHS,27,11
38,Urban,Secondary,3,0
38,Urban,Voc/technical/commercial,0,1
38,Urban,Post middle/secondary Certificate,1,0
38,Urban,Post middle/secondary Diploma,5,1
38,Urban,Tertiary/HND,9,2
38,Urban,Tertiary - Bachelor's Degree,18,4
38,Urban,Tertiary - Post graduate Certificate/Diploma,5,0
38,Urban,Tertiary - Master's Degree,5,2
38,Urban,Tertiary - PhD,0,1
38,Urban,Other (specify),0,1
39,Rural,Never attended,105,183
39,Rural,Nursery,0,0
39,Rural,Kindergarten,0,0
39,Rural,Primary,13,2
39,Rural,JSS/JHS,17,3
39,Rural,Middle,0,0
39,Rural,SSS/SHS,11,1
39,Rural,Secondary,0,0
39,Rural,Voc/technical/commercial,0,0
39,Rural,Post middle/secondary Certificate,0,0
39,Rural,Post middle/secondary Diploma,1,0
39,Rural,Tertiary/HND,0,0
39,Rural,Tertiary - Bachelor's Degree,2,1
39,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
39,Rural,Tertiary - Master's Degree,1,0
39,Rural,Tertiary - PhD,0,0
39,Rural,Other (specify),0,0
39,Urban,Never attended,146,315
39,Urban,Nursery,0,0
39,Urban,Kindergarten,0,1
39,Urban,Primary,7,8
39,Urban,JSS/JHS,28,7
39,Urban,Middle,0,0
39,Urban,SSS/SHS,35,6
39,Urban,Secondary,3,0
39,Urban,Voc/technical/commercial,0,2
39,Urban,Post middle/secondary Certificate,0,0
39,Urban,Post middle/secondary Diploma,6,1
39,Urban,Tertiary/HND,10,3
39,Urban,Tertiary - Bachelor's Degree,17,6
39,Urban,Tertiary - Post graduate Certificate/Diploma,5,0
39,Urban,Tertiary - Master's Degree,3,1
39,Urban,Tertiary - PhD,0,0
39,Urban,Other (specify),0,0
40-44,Rural,Never attended,851,1127
40-44,Rural,Nursery,1,0
40-44,Rural,Kindergarten,0,0
40-44,Rural,Primary,38,12
40-44,Rural,JSS/JHS,54,8
40-44,Rural,Middle,0,0
40-44,Rural,SSS/SHS,45,4
40-44,Rural,Secondary,4,1
40-44,Rural,Voc/technical/commercial,3,0
40-44,Rural,Post middle/secondary Certificate,1,0
40-44,Rural,Post middle/secondary Diploma,3,0
40-44,Rural,Tertiary/HND,3,0
40-44,Rural,Tertiary - Bachelor's Degree,12,3
40-44,Rural,Tertiary - Post graduate Certificate/Diploma,2,0
40-44,Rural,Tertiary - Master's Degree,1,0
40-44,Rural,Tertiary - PhD,0,0
40-44,Rural,Other (specify),0,0
40-44,Urban,Never attended,1116,1916
40-44,Urban,Nursery,1,1
40-44,Urban,Kindergarten,0,0
40-44,Urban,Primary,74,36
40-44,Urban,JSS/JHS,113,40
40-44,Urban,Middle,0,0
40-44,Urban,SSS/SHS,175,37
40-44,Urban,Secondary,20,6
40-44,Urban,Voc/technical/commercial,8,0
40-44,Urban,Post middle/secondary Certificate,4,3
40-44,Urban,Post middle/secondary Diploma,21,4
40-44,Urban,Tertiary/HND,37,5
40-44,Urban,Tertiary - Bachelor's Degree,111,5
40-44,Urban,Tertiary - Post graduate Certificate/Diploma,24,4
40-44,Urban,Tertiary - Master's Degree,24,0
40-44,Urban,Tertiary - PhD,3,1
40-44,Urban,Other (specify),0,0
40,Rural,Never attended,238,338
40,Rural,Nursery,1,0
40,Rural,Kindergarten,0,0
40,Rural,Primary,6,4
40,Rural,JSS/JHS,22,3
40,Rural,Middle,0,0
40,Rural,SSS/SHS,12,0
40,Rural,Secondary,1,0
40,Rural,Voc/technical/commercial,0,0
40,Rural,Post middle/secondary Certificate,0,0
40,Rural,Post middle/secondary Diploma,1,0
40,Rural,Tertiary/HND,1,0
40,Rural,Tertiary - Bachelor's Degree,4,0
40,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
40,Rural,Tertiary - Master's Degree,0,0
40,Rural,Tertiary - PhD,0,0
40,Rural,Other (specify),0,0
40,Urban,Never attended,317,507
40,Urban,Nursery,1,1
40,Urban,Kindergarten,0,0
40,Urban,Primary,27,9
40,Urban,JSS/JHS,36,10
40,Urban,Middle,0,0
40,Urban,SSS/SHS,50,14
40,Urban,Secondary,7,1
40,Urban,Voc/technical/commercial,2,0
40,Urban,Post middle/secondary Certificate,0,0
40,Urban,Post middle/secondary Diploma,6,1
40,Urban,Tertiary/HND,8,2
40,Urban,Tertiary - Bachelor's Degree,22,0
40,Urban,Tertiary - Post graduate Certificate/Diploma,5,2
40,Urban,Tertiary - Master's Degree,4,0
40,Urban,Tertiary - PhD,1,1
40,Urban,Other (specify),0,0
41,Rural,Never attended,304,393
41,Rural,Nursery,0,0
41,Rural,Kindergarten,0,0
41,Rural,Primary,16,3
41,Rural,JSS/JHS,13,3
41,Rural,Middle,0,0
41,Rural,SSS/SHS,19,2
41,Rural,Secondary,1,1
41,Rural,Voc/technical/commercial,2,0
41,Rural,Post middle/secondary Certificate,1,0
41,Rural,Post middle/secondary Diploma,1,0
41,Rural,Tertiary/HND,0,0
41,Rural,Tertiary - Bachelor's Degree,2,1
41,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
41,Rural,Tertiary - Master's Degree,0,0
41,Rural,Tertiary - PhD,0,0
41,Rural,Other (specify),0,0
41,Urban,Never attended,345,634
41,Urban,Nursery,0,0
41,Urban,Kindergarten,0,0
41,Urban,Primary,19,10
41,Urban,JSS/JHS,31,11
41,Urban,Middle,0,0
41,Urban,SSS/SHS,47,8
41,Urban,Secondary,4,0
41,Urban,Voc/technical/commercial,2,0
41,Urban,Post middle/secondary Certificate,1,1
41,Urban,Post middle/secondary Diploma,6,1
41,Urban,Tertiary/HND,12,0
41,Urban,Tertiary - Bachelor's Degree,24,1
41,Urban,Tertiary - Post graduate Certificate/Diploma,4,0
41,Urban,Tertiary - Master's Degree,9,0
41,Urban,Tertiary - PhD,0,0
41,Urban,Other (specify),0,0
42,Rural,Never attended,117,149
42,Rural,Nursery,0,0
42,Rural,Kindergarten,0,0
42,Rural,Primary,6,4
42,Rural,JSS/JHS,7,0
42,Rural,Middle,0,0
42,Rural,SSS/SHS,4,2
42,Rural,Secondary,0,0
42,Rural,Voc/technical/commercial,1,0
42,Rural,Post middle/secondary Certificate,0,0
42,Rural,Post middle/secondary Diploma,0,0
42,Rural,Tertiary/HND,1,0
42,Rural,Tertiary - Bachelor's Degree,4,1
42,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
42,Rural,Tertiary - Master's Degree,1,0
42,Rural,Tertiary - PhD,0,0
42,Rural,Other (specify),0,0
42,Urban,Never attended,188,293
42,Urban,Nursery,0,0
42,Urban,Kindergarten,0,0
42,Urban,Primary,13,6
42,Urban,JSS/JHS,17,11
42,Urban,Middle,0,0
42,Urban,SSS/SHS,24,6
42,Urban,Secondary,1,1
42,Urban,Voc/technical/commercial,0,0
42,Urban,Post middle/secondary Certificate,0,1
42,Urban,Post middle/secondary Diploma,5,1
42,Urban,Tertiary/HND,6,2
42,Urban,Tertiary - Bachelor's Degree,32,1
42,Urban,Tertiary - Post graduate Certificate/Diploma,4,1
42,Urban,Tertiary - Master's Degree,5,0
42,Urban,Tertiary - PhD,0,0
42,Urban,Other (specify),0,0
43,Rural,Never attended,113,149
43,Rural,Nursery,0,0
43,Rural,Kindergarten,0,0
43,Rural,Primary,7,1
43,Rural,JSS/JHS,11,1
43,Rural,Middle,0,0
43,Rural,SSS/SHS,6,0
43,Rural,Secondary,1,0
43,Rural,Voc/technical/commercial,0,0
43,Rural,Post middle/secondary Certificate,0,0
43,Rural,Post middle/secondary Diploma,1,0
43,Rural,Tertiary/HND,1,0
43,Rural,Tertiary - Bachelor's Degree,1,0
43,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
43,Rural,Tertiary - Master's Degree,0,0
43,Rural,Tertiary - PhD,0,0
43,Rural,Other (specify),0,0
43,Urban,Never attended,170,281
43,Urban,Nursery,0,0
43,Urban,Kindergarten,0,0
43,Urban,Primary,6,5
43,Urban,JSS/JHS,19,4
43,Urban,Middle,0,0
43,Urban,SSS/SHS,24,5
43,Urban,Secondary,5,3
43,Urban,Voc/technical/commercial,2,0
43,Urban,Post middle/secondary Certificate,1,1
43,Urban,Post middle/secondary Diploma,1,0
43,Urban,Tertiary/HND,4,0
43,Urban,Tertiary - Bachelor's Degree,21,0
43,Urban,Tertiary - Post graduate Certificate/Diploma,7,0
43,Urban,Tertiary - Master's Degree,4,0
43,Urban,Tertiary - PhD,1,0
43,Urban,Other (specify),0,0
44,Rural,Never attended,79,98
44,Rural,Nursery,0,0
44,Rural,Kindergarten,0,0
44,Rural,Primary,3,0
44,Rural,JSS/JHS,1,1
44,Rural,Middle,0,0
44,Rural,SSS/SHS,4,0
44,Rural,Secondary,1,0
44,Rural,Voc/technical/commercial,0,0
44,Rural,Post middle/secondary Certificate,0,0
44,Rural,Post middle/secondary Diploma,0,0
44,Rural,Tertiary/HND,0,0
44,Rural,Tertiary - Bachelor's Degree,1,1
44,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
44,Rural,Tertiary - Master's Degree,0,0
44,Rural,Tertiary - PhD,0,0
44,Rural,Other (specify),0,0
44,Urban,Never attended,96,201
44,Urban,Nursery,0,0
44,Urban,Kindergarten,0,0
44,Urban,Primary,9,6
44,Urban,JSS/JHS,10,4
44,Urban,Middle,0,0
44,Urban,SSS/SHS,30,4
44,Urban,Secondary,3,1
44,Urban,Voc/technical/commercial,2,0
44,Urban,Post middle/secondary Certificate,2,0
44,Urban,Post middle/secondary Diploma,3,1
44,Urban,Tertiary/HND,7,1
44,Urban,Tertiary - Bachelor's Degree,12,3
44,Urban,Tertiary - Post graduate Certificate/Diploma,4,1
44,Urban,Tertiary - Master's Degree,2,0
44,Urban,Tertiary - PhD,1,0
44,Urban,Other (specify),0,0
45-49,Rural,Never attended,568,716
45-49,Rural,Nursery,0,0
45-49,Rural,Kindergarten,0,0
45-49,Rural,Primary,23,4
45-49,Rural,JSS/JHS,27,6
45-49,Rural,Middle,5,1
45-49,Rural,SSS/SHS,31,4
45-49,Rural,Secondary,4,0
45-49,Rural,Voc/technical/commercial,2,0
45-49,Rural,Post middle/secondary Certificate,0,0
45-49,Rural,Post middle/secondary Diploma,1,0
45-49,Rural,Tertiary/HND,0,0
45-49,Rural,Tertiary - Bachelor's Degree,4,1
45-49,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
45-49,Rural,Tertiary - Master's Degree,0,0
45-49,Rural,Tertiary - PhD,0,0
45-49,Rural,Other (specify),1,0
45-49,Urban,Never attended,889,1149
45-49,Urban,Nursery,0,0
45-49,Urban,Kindergarten,0,0
45-49,Urban,Primary,41,17
45-49,Urban,JSS/JHS,74,14
45-49,Urban,Middle,6,2
45-49,Urban,SSS/SHS,115,15
45-49,Urban,Secondary,15,8
45-49,Urban,Voc/technical/commercial,5,0
45-49,Urban,Post middle/secondary Certificate,3,3
45-49,Urban,Post middle/secondary Diploma,8,2
45-49,Urban,Tertiary/HND,18,2
45-49,Urban,Tertiary - Bachelor's Degree,44,4
45-49,Urban,Tertiary - Post graduate Certificate/Diploma,10,3
45-49,Urban,Tertiary - Master's Degree,14,0
45-49,Urban,Tertiary - PhD,1,0
45-49,Urban,Other (specify),2,0
45,Rural,Never attended,173,210
45,Rural,Nursery,0,0
45,Rural,Kindergarten,0,0
45,Rural,Primary,8,0
45,Rural,JSS/JHS,5,2
45,Rural,Middle,0,0
45,Rural,SSS/SHS,7,2
45,Rural,Secondary,4,0
45,Rural,Voc/technical/commercial,0,0
45,Rural,Post middle/secondary Certificate,0,0
45,Rural,Post middle/secondary Diploma,0,0
45,Rural,Tertiary/HND,0,0
45,Rural,Tertiary - Bachelor's Degree,2,0
45,Rural,Tertiary - Post graduate Certificate/Diploma,1,0
45,Rural,Tertiary - Master's Degree,0,0
45,Rural,Tertiary - PhD,0,0
45,Rural,Other (specify),1,0
45,Urban,Never attended,253,318
45,Urban,Nursery,0,0
45,Urban,Kindergarten,0,0
45,Urban,Primary,10,10
45,Urban,JSS/JHS,20,6
45,Urban,Middle,0,0
45,Urban,SSS/SHS,33,7
45,Urban,Secondary,7,3
45,Urban,Voc/technical/commercial,0,0
45,Urban,Post middle/secondary Certificate,0,0
45,Urban,Post middle/secondary Diploma,2,1
45,Urban,Tertiary/HND,4,0
45,Urban,Tertiary - Bachelor's Degree,12,1
45,Urban,Tertiary - Post graduate Certificate/Diploma,2,2
45,Urban,Tertiary - Master's Degree,3,0
45,Urban,Tertiary - PhD,0,0
45,Urban,Other (specify),1,0
46,Rural,Never attended,162,228
46,Rural,Nursery,0,0
46,Rural,Kindergarten,0,0
46,Rural,Primary,8,3
46,Rural,JSS/JHS,8,2
46,Rural,Middle,0,0
46,Rural,SSS/SHS,7,0
46,Rural,Secondary,0,0
46,Rural,Voc/technical/commercial,0,0
46,Rural,Post middle/secondary Certificate,0,0
46,Rural,Post middle/secondary Diploma,1,0
46,Rural,Tertiary/HND,0,0
46,Rural,Tertiary - Bachelor's Degree,1,0
46,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
46,Rural,Tertiary - Master's Degree,0,0
46,Rural,Tertiary - PhD,0,0
46,Rural,Other (specify),0,0
46,Urban,Never attended,258,334
46,Urban,Nursery,0,0
46,Urban,Kindergarten,0,0
46,Urban,Primary,10,3
46,Urban,JSS/JHS,22,4
46,Urban,Middle,0,0
46,Urban,SSS/SHS,28,3
46,Urban,Secondary,1,4
46,Urban,Voc/technical/commercial,1,0
46,Urban,Post middle/secondary Certificate,0,0
46,Urban,Post middle/secondary Diploma,4,0
46,Urban,Tertiary/HND,5,1
46,Urban,Tertiary - Bachelor's Degree,8,1
46,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
46,Urban,Tertiary - Master's Degree,4,0
46,Urban,Tertiary - PhD,1,0
46,Urban,Other (specify),1,0
47,Rural,Never attended,61,82
47,Rural,Nursery,0,0
47,Rural,Kindergarten,0,0
47,Rural,Primary,3,1
47,Rural,JSS/JHS,4,0
47,Rural,Middle,2,0
47,Rural,SSS/SHS,3,1
47,Rural,Secondary,0,0
47,Rural,Voc/technical/commercial,0,0
47,Rural,Post middle/secondary Certificate,0,0
47,Rural,Post middle/secondary Diploma,0,0
47,Rural,Tertiary/HND,0,0
47,Rural,Tertiary - Bachelor's Degree,0,1
47,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
47,Rural,Tertiary - Master's Degree,0,0
47,Rural,Tertiary - PhD,0,0
47,Rural,Other (specify),0,0
47,Urban,Never attended,140,168
47,Urban,Nursery,0,0
47,Urban,Kindergarten,0,0
47,Urban,Primary,12,0
47,Urban,JSS/JHS,13,1
47,Urban,Middle,1,0
47,Urban,SSS/SHS,25,2
47,Urban,Secondary,1,1
47,Urban,Voc/technical/commercial,2,0
47,Urban,Post middle/secondary Certificate,2,1
47,Urban,Post middle/secondary Diploma,0,0
47,Urban,Tertiary/HND,4,1
47,Urban,Tertiary - Bachelor's Degree,9,1
47,Urban,Tertiary - Post graduate Certificate/Diploma,2,1
47,Urban,Tertiary - Master's Degree,3,0
47,Urban,Tertiary - PhD,0,0
47,Urban,Other (specify),0,0
48,Rural,Never attended,85,96
48,Rural,Nursery,0,0
48,Rural,Kindergarten,0,0
48,Rural,Primary,2,0
48,Rural,JSS/JHS,6,2
48,Rural,Middle,1,0
48,Rural,SSS/SHS,8,1
48,Rural,Secondary,0,0
48,Rural,Voc/technical/commercial,0,0
48,Rural,Post middle/secondary Certificate,0,0
48,Rural,Post middle/secondary Diploma,0,0
48,Rural,Tertiary/HND,0,0
48,Rural,Tertiary - Bachelor's Degree,1,0
48,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
48,Rural,Tertiary - Master's Degree,0,0
48,Rural,Tertiary - PhD,0,0
48,Rural,Other (specify),0,0
48,Urban,Never attended,131,165
48,Urban,Nursery,0,0
48,Urban,Kindergarten,0,0
48,Urban,Primary,5,2
48,Urban,JSS/JHS,15,1
48,Urban,Middle,3,2
48,Urban,SSS/SHS,14,3
48,Urban,Secondary,3,0
48,Urban,Voc/technical/commercial,1,0
48,Urban,Post middle/secondary Certificate,1,1
48,Urban,Post middle/secondary Diploma,1,0
48,Urban,Tertiary/HND,3,0
48,Urban,Tertiary - Bachelor's Degree,7,1
48,Urban,Tertiary - Post graduate Certificate/Diploma,0,0
48,Urban,Tertiary - Master's Degree,4,0
48,Urban,Tertiary - PhD,0,0
48,Urban,Other (specify),0,0
49,Rural,Never attended,87,100
49,Rural,Nursery,0,0
49,Rural,Kindergarten,0,0
49,Rural,Primary,2,0
49,Rural,JSS/JHS,4,0
49,Rural,Middle,2,1
49,Rural,SSS/SHS,6,0
49,Rural,Secondary,0,0
49,Rural,Voc/technical/commercial,2,0
49,Rural,Post middle/secondary Certificate,0,0
49,Rural,Post middle/secondary Diploma,0,0
49,Rural,Tertiary/HND,0,0
49,Rural,Tertiary - Bachelor's Degree,0,0
49,Rural,Tertiary - Post graduate Certificate/Diploma,0,0
49,Rural,Tertiary - Master's Degree,0,0
49,Rural,Tertiary - PhD,0,0
49,Rural,Other (specify),0,0
49,Urban,Never attended,107,164
49,Urban,Nursery,0,0
49,Urban,Kindergarten,0,0
49,Urban,Primary,4,2
49,Urban,JSS/JHS,4,2
49,Urban,Middle,2,0
49,Urban,SSS/SHS,15,0
49,Urban,Secondary,3,0
49,Urban,Voc/technical/commercial,1,0
49,Urban,Post middle/secondary Certificate,0,1
49,Urban,Post middle/secondary Diploma,1,1
49,Urban,Tertiary/HND,2,0
49,Urban,Tertiary - Bachelor's Degree,8,0
49,Urban,Tertiary - Post graduate Certificate/Diploma,6,0
